Time(Iteration),UCB1,egreedy_0.1,IMFB
0,0.5006191183754334,0.4902740372709262,0.5073288137691927
1,0.49748225193990425,0.5052947519399043,0.48735837667161963
2,0.5164092166088823,0.4713206310879974,0.48854050581971276
3,0.4825440863876507,0.5011408545897309,0.5303006851576688
4,0.4995459798580155,0.4929717166088823,0.5022404346210996
5,0.4685700687221397,0.5086231581228331,0.5029008275548952
6,0.4786675024764735,0.5034786713719663,0.4968779666088823
7,0.4967393098893842,0.4895872028231798,0.5161615692587089
8,0.5046640250949315,0.5301355869242199,0.49924222490506853
9,0.5071933816245666,0.46865261783886414,0.47101365156017827
10,0.5110170825078422,0.5063943319712729,0.5155837254416378
11,0.50037147102526,0.4928033938005614,0.4710465422238732
12,0.46345202348522374,0.5122817607726597,0.5156366084695394
13,0.5255689439904243,0.5175352381542018,0.5089533545897309
14,0.5362971045897309,0.4891447911507347,0.5088972469869573
15,0.49583126960541524,0.4888145946838369,0.49698695723955755
16,0.46845785351659236,0.530274243643718,0.5016361492900776
17,0.4928066183754334,0.4720074655357438,0.5112647298580155
18,0.5100529346210996,0.5233401178388641,0.5167394130757801
19,0.5161319031698861,0.5140713998266468,0.4921991084695394
20,0.5206192215618293,0.4777297961036817,0.4695870996367839
21,0.4962704567029883,0.5029833766716196,0.49192501960541524
22,0.48887070228661056,0.4469750908040284,0.49602280935281495
23,0.4607607932970117,0.5219103413405977,0.5090094621925045
24,0.4723376620026416,0.5085406090061086,0.492859501403335
25,0.48292716588245005,0.5358843590061086,0.4806190151890375
26,0.4941538457569754,0.4644954959138187,0.5008667657256067
27,0.499021019068846,0.5128860461036817,0.46928656925870893
28,0.5018276890374773,0.46664177294865444,0.48705462171867264
29,0.5117600245583622,0.48724938604094437,0.5100529346210996
30,0.5256779346210996,0.49800398815420177,0.5291714390374773
31,0.5081014219085356,0.509696296640251,0.48477291253921084
32,0.525763708312696,0.4662851349678059,0.5066419793214463
33,0.5094750908040284,0.4953095333911177,0.4762735780914644
34,0.5067509699521215,0.48413896111936605,0.4936585510566287
35,0.5559966773980518,0.4764090102360905,0.5083755107726597
36,0.48268274310714876,0.4910434208353971,0.5060344694155523
37,0.46865261783886414,0.5081310879973584,0.5187999164190193
38,0.46865261783886414,0.5096137475235265,0.4703861492900776
39,0.5065594302047218,0.5315356973336636,0.49409773815420177
40,0.5151677552831435,0.513298791687304,0.5236967558197128
41,0.4795987596995212,0.5221315471768202,0.510739769068846
42,0.5129157121925045,0.48411251960541524,0.5055423992900776
43,0.46815732313851743,0.5200942607726597,0.48721971995212154
44,0.5034786713719663,0.4939887475235265,0.49360244345385507
45,0.5073288137691927,0.5301355869242199,0.4851559920340103
46,0.48381198922734026,0.4964948871140829,0.5008932072395575
47,0.49553073922734026,0.5130247028231798,0.5168484037064554
48,0.47106975916295196,0.47566606818557045,0.47583116641901935
